순위,등록번호,서명,저자,발행자,청구기호,자료실,대출횟수
151,BMK000430182,알록달록 꽃밭 사운드북 : [사운드북],샘 태플린 지음 ; 페데리카 아이오사 그림,Usborne Korea,MC 375.1-태848-[7],[남부]어린이열람실,6
152,BMK000422490,"놓지 마 과학!. 15, 사라진 마이아사우라의 호박장식을 찾아라","신태훈,나승훈 [공]글·그림",위즈덤하우스,J 400-신832ㄴ-15,[남부]어린이열람실,6
153,BMK000430181,칙칙폭폭 기차 사운드북 : [사운드북],샘 태플린 글 ; 스티븐 카트라이트 그림 ; 조남주 옮김,Usborne Korea,MC 375.1-태848-[6],[남부]어린이열람실,6
154,BMK000429093,(흔한남매) 불꽃 튀는 우리말. 4,흔한남매 원작 ; 한은호 글 ; 유희석 그림,다산어린이,J 710-흔91ㅂ-4,[남부]어린이열람실,6
155,BMK000429094,흔한남매 흔한 MBTI : 믿거나 말거나 나에게 어울리는 직업,"흔한남매 원작 ; 김승자,정미화 [공]글 ; 투윙스 ; 유영근 [공]그림",대원키즈,J 321.5-흔91ㅎ=2,[남부]어린이열람실,6
156,BMK000430177,쿵쾅쿵쾅 공룡 사운드북 : [사운드북],샘 태플린 지음 ; 페데리카 아이오사 그림,어스본코리아,MC 375.1-태848-[2],[남부]어린이열람실,6
157,BMK000421338,"그릿=Grit : 잠재력을 실력으로, 실력을 성적으로, 결과로 증명하는 공부법",앤절라 더크워스 지음 ; 김미정 옮김,비즈니스북스,373.4-더828ㄱ,[남부]종합자료실,6
158,BMK000425304,밍꼬발랄 공소시효. 6,밍꼬발랄 원작 ; 주상일 글 ; 라임 스튜디오 그림,겜툰,J 813.7-밍15ㅁ-6,[남부]어린이열람실,6
159,BMK000430172,공룡을 간질간질하지 마세요! : 우리 아기 촉감 사운드북,샘 태플린 글 ; 아나 라라냐가 그림,Usborne Korea,MC 375.1-태848ㄱ,[남부]어린이열람실,6
160,BMK000432622,(흔한남매) 별난 방탈출. 3,흔한남매 원작 ; 김언정 글 ; 차차 그림,미래엔,J 813.7-흔91ㅂ-3=2,[남부]어린이열람실,6
161,BMK000433821,"그리스 로마 신화. 26, 아킬레우스와 헥토르의 운명을 건 대결",박시연 글 ; 최우빈 그림,북이십일 아울북,J 219-박59ㄱ-26,[남부]어린이열람실,6
162,BMK000430628,흔한남매. 9,흔한남매 원작 ; 백난도 글 ; 유난희 그림,아이세움,J 813.7-흔91ㅎ-9,[남부]어린이열람실,6
163,BMK000432620,(흔한남매)별난 방탈출 : 탈출 미션 스토리북. 1,흔한남매 원작 ; 김언정 글 ; 차차 그림,Mirae N 아이세움,J 813.7-흔91ㅂ-1=2,[남부]어린이열람실,6
164,BMK000432561,(이상한 과자가게) 전천당. 12,히로시마 레이코 글 ; 쟈쟈 그림 ; 김정화 옮김,길벗스쿨,J 833.6-히235ㅊ-12,[남부]어린이열람실,6
165,BMK000427123,"설민석의 세계사 대모험. 10, 영국 산업 혁명 편-멋진 신세계","설민석,김정욱 [공]글 ; 박성일 그림",단꿈아이,J 909-설39ㅅ-10,[남부]어린이열람실,6
166,BMK000432374,"고양이 해결사 깜냥. 4, 눈썰매장을 씽씽 달려라!",홍민정 지음 ; 김재희 그림,창비,J 813.7-홍39ㄱ-4,[남부]어린이열람실,6
167,BMK000427095,(뽀로로) 나도 병원에 갈 수 있어! : 뽀로로 병원놀이,키즈아이콘 편집부 편,키즈아이콘,MC 375.1-키78ㄴ,[남부]어린이열람실,6
168,BMK000432186,거울 보고 치카치카,글: 송혜경 ; 그림: 김희정,글채움,MC 375.1-초235-[7],[남부]어린이열람실,6
169,BMK000430575,양순이네 떡집,김리리 글 ; 김이랑 그림,비룡소,J 813.7-김239ㅇ=2,[남부]어린이열람실,6
170,BMK000420998,"(손오공의 한자 대탐험) 마법천자문. 51, 찬란하게 빛나라! 빛날 휘",유대영 글 ; 홍거북 그림,아울북,J 711.47-시239ㅁ-51,[남부]어린이열람실,6
171,BMK000428025,불편한 편의점 : 김호연 장편소설,지은이: 김호연,나무옆의자,813.7-김95ㅂ=3,[남부]종합자료실,6
172,BMK000430571,"GO GO 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 22, 페루",김미영 글 ; 김정한 그림,아울북,J 980.2-김39ㄱ-22,[남부]어린이열람실,6
173,BMK000428627,나는 너무 평범해,김영진 글·그림,길벗어린이,MC 813.7-김64ㄴ,[남부]어린이열람실,6
174,BMK000432241,"쿠키런 킹덤스쿨. 3, 직업 쿠키 vs 백수 쿠키",김언정 글 ; 이태영 그림,서울문화사,J 320-김63ㅋ-3,[남부]어린이열람실,6
175,BMK000432373,"고양이 해결사 깜냥. 3, 태권도의 고수가 되어라!",홍민정 지음 ; 김재희 그림,창비,J 813.7-홍39ㄱ-3=2,[남부]어린이열람실,6
176,BMK000428738,밍꼬발랄 공소시효. 5,밍꼬발랄 원작 ; 백승하 글 ; 라임스튜디오 그림,겜툰,J 813.7-밍15ㅁ-5,[남부]어린이열람실,6
177,BMK000432586,"천하무적 개냥이 수사대. 4, 송곳니 유령의 비밀",이승민 지음 ; 하민석 그림,위즈덤하우스,J 813.7-이58ㅊ-4,[남부]어린이열람실,6
178,BMK000378782,(Who? special) 손흥민  = Son Heungmin,강진희 글  ; 김광일 그림,다산어린이,J 991.1-손98=3,[남부]어린이열람실,6
179,BMK000384352,"설민석의 세계사 대모험. 1, 프랑스혁명 속으로!","설민석, 잼스토리 글  ; 박성일 그림",단꿈드림,J 909-설39ㅅ-1,[남부]어린이열람실,6
180,BMK000390840,흔한남매. 2,흔한남매 원작 ; 백난도 글 ; 유난희 그림,미래엔,J 813.7-흔91ㅎ-2,[남부]어린이열람실,6
181,BMK000389237,(신비아파트) 공포 생존 탈출,박동명 글 ; 현보 양선모 그림,서울문화사,J 408-신49-3,[남부]어린이열람실,6
182,BMK000399810,흔한남매. 4,흔한남매 원작 ; 백난도 글 ; 유난희 그림,MiraeN아이세움,J 813.7-흔91ㅎ-4,[남부]어린이열람실,6
183,BMK000396337,흔한남매. 3,흔한남매 원작 ; 백난도 글 ; 유난희 그림,미래엔,J 813.7-흔91ㅎ-3=2,[남부]어린이열람실,6
184,BMK000399698,"브레드 이발소. 4, 개성만점 베이커리타운",몬스터스튜디오 원작 ; 임광천 구성,형설아이,J 810-브233-4,[남부]어린이열람실,6
185,BMK000390824,(꼬마버스 타요) 타요와 꼬마 마법사,김영익 구성 ; 아이코닉스 글 ; 스튜디오 게일 그림,키즈아이콘,MC 375.1-김64ㅌ,[남부]어린이열람실,6
186,BMK000399502,(뽀롱뽀롱 뽀로로) 꼬물꼬물 크롱의 작은 친구,키즈아이콘 [편],키즈아이콘,MC 375.1-꼬37,[남부]어린이열람실,6
187,BMK000393600,흔한남매. 1-2,흔한남매 원작 ; 백난도 글 ; 유난희 그림,미래엔,J 813.7-흔91ㅎ-1=2,[남부]어린이열람실,6
188,BMK000403432,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 15, 브라질",김미영 글 ; 김정한 그림,아울북,J 980.2-김39ㄱ-15,[남부]어린이열람실,6
189,BMK000393057,아쿠아리움에서 살아남기. 2,곰돌이co. 글  ;  한현동 그림,미래엔,J 477-곰225ㅇ-2,[남부]어린이열람실,6
190,BMK000398193,"놓지 마 과학!. 13, 정신이 미세 먼지에 정신 놓다","글·그림: 신태훈,나승훈",위즈덤하우스,J 400-신832ㄴ-13,[남부]어린이열람실,6
191,BMK000401036,밍꼬발랄 코믹스. 3,김혜련 지음 ; 라임스튜디오 그림,겜툰,J 813.7-김94ㅁ-3,[남부]어린이열람실,6
192,BMK000398217,(로봇기차 치포의) 기차박물관,글: 김혜준 ; 그림: 김보경,초록아이,MC 557-김94ㄱ,[남부]어린이열람실,6
193,BMK000389238,(신비아파트) 공포 이상 기후 탈출,유경원 지음 ; 정주연 그림,서울문화사,J 408-신49-5,[남부]어린이열람실,6
194,BMK000401155,"쿠키런 어드벤처 : 쿠키들의 신나는 세계여행. 39, 제주도 : 대한민국(Korea)",송도수 글 ;  서정은 그림,서울문화사,J 980-송225ㅋ-39,[남부]어린이열람실,6
195,BMK000403169,Let's go 바다 탐험 : 신비한 바닷속 탐험을 떠나요!,글: 티머시 내프먼 ; 그림: 웨슬리 로빈스 ; 옮긴이: 김영선,보림출판사,MC 491-내848ㄹ,[남부]어린이열람실,6
196,BMK000402498,흔한남매. 5,흔한남매 원작 ; 백난도 글 ; 유난희 그림,아이세움,J 813.7-흔91ㅎ-5=2,[남부]어린이열람실,6
197,BMK000399811,흔한남매. 4,흔한남매 원작 ; 백난도 글 ; 유난희 그림,MiraeN아이세움,J 813.7-흔91ㅎ-4=2,[남부]어린이열람실,6
198,BMK000403175,"놓지 마 과학!. 14, 정신이 바이러스에 정신 놓다","신태훈,나승훈 글·그림",위즈덤하우스,J 400-신832ㄴ-14,[남부]어린이열람실,6
199,BMK000388534,아주 작은 습관의 힘  : 최고의 변화는 어떻게 만들어지는가,제임스 클리어 지음  ; 이한이 옮김,비즈니스북스,199.1-클239ㅇ=2,[남부]종합자료실,6
200,BMK000390845,"Go Go 카카오 프렌즈 : 세계 역사 문화 체험 학습만화. 10, 이집트",김미영 글 ; 김정한 그림,아울북,J 980.2-김39ㄱ-10,[남부]어린이열람실,6
