순위,등록번호,서명,저자,발행자,청구기호,자료실,대출횟수
154,BMK000393633,(설민석의) 한국사 대모험,"설민석, 스토리박스 글 ; 정현희 그림",아이휴먼,J 911-설39ㅎ-1=2,[남부]어린이열람실,7
155,BMK000398193,"놓지 마 과학!. 13, 정신이 미세 먼지에 정신 놓다","글·그림: 신태훈,나승훈",위즈덤하우스,J 400-신832ㄴ-13,[남부]어린이열람실,7
156,BMK000391654,"마법천자문 : 헷갈려라 미혹할 미. 46, 헷갈려라! 미혹할 미",김현수 글 ; 홍거북 그림,아울북,J 711.47-김94ㅁ-46,[남부]어린이열람실,7
157,BMK000398860,0~5세 뇌가 쑥쑥 자라는 놀이 육아 : 아기의 뇌와 정서 발달을 위한 단계별 애착놀이 120,이보연 지음,위즈덤하우스,598.4-이45ㅇ,[남부]종합자료실,7
158,BMK000401129,(흔한남매) 안 흔한 일기. 2,흔한남매 원작 ; 강효미 글 ; 조병주 그림,MiraeN아이세움,J 816.7-흔91ㅇ-2,[남부]어린이열람실,7
159,BMK000393305,마법의 시간여행,메리 폽 어즈번 글 ; 살 머도카 그림 ; 노은정 옮김,비룡소,J 843-어78ㅁ-1,[남부]어린이열람실,7
160,BMK000406114,달러구트 꿈 백화점 : 주문하신 꿈은 매진입니다 : 이미예 장편소설,지은이: 이미예,팩토리나인,813.7-이39ㄷ=2,[남부]종합실(청소년),7
161,BMK000414900,"브레드이발소. 6, 브레드 VS 바게트",원작: 몬스터스튜디오 ; 임광천 구성,형설아이,J 810-브233-6,[남부]어린이열람실,7
162,BMK000417685,"(백종원의) 도전 요리왕. 7, 대한민국 2","백종원,남지은 [공] 글 ; 이정태 그림",위즈덤하우스,J 594-백75ㄷ-7,[남부]어린이열람실,7
163,BMK000414899,"브레드 이발소. 5, 웃음 가득 브레드의 일상",몬스터스튜디오 원작 ; 임광천 구성,형설아이,J 810-브233-5,[남부]어린이열람실,7
164,BMK000409030,"(신비아파트) 한자귀신. 10, 팔척귀의 함정",글: 김강현 ; 그림: 김기수,서울문화사,J 711.4-김11ㅎ-10,[남부]어린이열람실,7
165,BMK000415037,흔한남매. 7,원작: 흔한남매 ; 글: 백난도 ; 그림: 유난희,미래엔(아이세움),J 813.7-흔91ㅎ-7=2,[남부]어린이열람실,7
166,BMK000409251,"비밀요원 레너드. 5, 핼러윈 유령을 찾아라!",박설연 글 ; 김덕영 그림,아울북,J 813.7-박53ㅂ-5,[남부]어린이열람실,7
167,BMK000413416,뽀로로와 요리사 로봇,[키즈아이콘 편],키즈아이콘,MC 375.1-뽀235,[남부]어린이열람실,7
168,BMK000414683,"쿠키런 서바이벌 대작전. 35, 마지막 기회 편",김강현 글 ; 김기수 그림,서울문화사,J 372.42-김11ㅋ-35,[남부]어린이열람실,7
169,BMK000416578,긴긴밤,루리 글·그림,문학동네,J 813.7-루239ㄱ=2,[남부]어린이열람실,7
170,BMK000416311,"GO GO 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 19, 한국2",김미영 글 ; 김정한 그림,북이십일 아울북,J 980.2-김39ㄱ-19,[남부]어린이열람실,7
171,BMK000411351,식빵 유령,글·그림: 윤지,웅진주니어,MC 813.7-윤79ㅅ=2,[남부]어린이열람실,7
172,BMK000409228,밍꼬발랄 코믹스. 6,김혜련 글 ; 라임스튜디오 그림,겜툰,J 813.7-김94ㅁ-6,[남부]어린이열람실,7
173,BMK000409459,(흔한남매) 안 흔한 일기. 3,흔한남매 원작 ; 강효미 글 ; 조병주 그림,MireaN·아이세움,J 816.7-흔91ㅇ-3=2,[남부]어린이열람실,7
174,BMK000409457,(흔한남매) 안 흔한 일기. 1,흔한남매 원작 ; 강효미 글 ; 조병주 그림,Mirae N 아이세움,J 816.7-흔91ㅇ-1=2,[남부]어린이열람실,7
175,BMK000413261,(코믹 메이플스토리) 수학도둑 : 종합편. 80,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,J 410-송225ㅅ-80,[남부]어린이열람실,7
176,BMK000406855,이상한 손님,백희나 지음,책읽는곰,MC 813.7-백98ㅇ=3,[남부]어린이열람실,7
177,BMK000419400,밍꼬발랄 코믹스. 7,김혜련 지음 ; 라임스튜디오 그림,겜툰,J 813.7-김94ㅁ-7,[남부]어린이열람실,7
178,BMK000419533,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 20, 한국3",김미영 글 ; 김정한 그림,아울북,J 980.2-김39ㄱ-20,[남부]어린이열람실,7
179,BMK000419402,밍꼬발랄 코믹스. 9,밍꼬발랄 원작 ; 김혜련 글 ; 라임스튜디오 그림,겜툰,J 813.7-김94ㅁ-9,[남부]어린이열람실,7
180,BMK000414897,"브레드 이발소. 2, 귀염뽀짝 베이커리타운",원작·그림: 몬스터스튜디오,한솔수북,J 813.7-몬58ㅂ-2,[남부]어린이열람실,7
181,BMK000419345,꽁꽁꽁 좀비,윤정주 글·그림,책읽는곰,MC 813.7-윤73ㄲ,[남부]어린이열람실,7
182,BMK000417934,(흔한남매) 별난 방탈출 : 탈출 미션 스토리북. 2,흔한남매 원작 ; 김언정 글 ; 차차 그림,Mirae N 아이세움,J 813.7-흔91ㅂ-2,[남부]어린이열람실,6
183,BMK000416539,황혼당 : 기억을 주면 소원을 이뤄주는 잡화점. 2,기리타니 나오 지음 ; 후스이 그림 ; 임희선 옮김,아름다운사람들,J 833.6-기239ㅎ-2,[남부]어린이열람실,6
184,BMK000414404,순례 주택 : 유은실 소설,유은실 지음,비룡소,813.7-유68ㅅ,[남부]종합실(청소년),6
185,BMK000409250,"비밀요원 레너드. 4, 파라오의 저주는 사실일까?",박설연 글 ; 김덕영 그림,아울북,J 813.7-박53ㅂ-4,[남부]어린이열람실,6
186,BMK000409800,(흔한남매)별난 방탈출 : 탈출 미션 스토리북. 1,흔한남매 원작 ; 김언정 글 ; 차차 그림,Mirae N 아이세움,J 813.7-흔91ㅂ-1,[남부]어린이열람실,6
187,BMK000409796,흔한남매의 흔한 호기심 : 일상에서 만나는 과학 상식. 2,원작: 흔한남매 ; 글: 안치현 ; 그림: 유난희,미래엔,J 400-흔91ㅎ-2,[남부]어린이열람실,6
188,BMK000410572,달러구트 꿈 백화점 : 주문하신 꿈은 매진입니다 : 이미예 장편소설,지은이: 이미예,팩토리나인,813.7-이39ㄷ=3,[남부]종합자료실,6
189,BMK000408903,에그박사 : 자연 생물 관찰 만화. 1,원작: 에그박사 ; 글: 박송이 ; 그림: 홍종현,Mirae N 아이세움,J 472-에18ㅇ-1,[남부]어린이열람실,6
190,BMK000409827,책 먹는 여우의 겨울 이야기,프란치스카 비어만 글·그림 ; 송순섭 옮김,주니어김영사,J 853-비63ㅊ,[남부]어린이열람실,6
191,BMK000410462,영어회화 100일의 기적 : 일상생활 표현으로 진짜 영어를 말한다!. 2,문성현 지음,넥서스,747.5-문53ㅇ-2,[남부]종합자료실,6
192,BMK000409227,밍꼬발랄 코믹스. 5,김혜련 글 ; 라임스튜디오 그림,겜툰,J 813.7-김94ㅁ-5,[남부]어린이열람실,6
193,BMK000416563,"(설민석의)역사 고민 상담소. 1, 한국사의 시작, 선사 시대","설민석,서지원 글 ; 조병주 그림",미래엔,J 911-설39ㅇ-1,[남부]어린이열람실,6
194,BMK000416579,긴긴밤,루리 글·그림,문학동네,J 813.7-루239ㄱ=3,[남부]어린이열람실,6
195,BMK000414706,산불에서 살아남기. 2,포도알친구 글 ; 한현동 그림,미래엔,J 408-포225ㅅ-2,[남부]어린이열람실,6
196,BMK000416559,"(설민석의) 만만 한국사. 2, 남북국 시대부터 고려 시대까지","설민석,신지희 글 ; 김덕영 그림",미래엔,J 911-설39ㅁ-2,[남부]어린이열람실,6
197,BMK000418363,나는 주식 대신 달러를 산다,박성현 지음,RHK(알에이치코리아),327.856-박53ㄴ,[남부]종합자료실,6
198,BMK000417822,브레드 이발소=Bread barbershop : 베이커리타운의 이발사,몬스터 스튜디오 글·그림,아이휴먼,MC 813.7-몬58ㅂ,[남부]어린이열람실,6
199,BMK000416564,"(설민석의) 역사 고민 상담소. 2, 고조선과 삼국 시대",설민석 ; 서지원 글 ; 정주연 그림,아이세움,J 911-설39ㅇ-2,[남부]어린이열람실,6
200,BMK000414707,살아 있는 3D 공룡 탐험,글: 홍우식 ; 3D 입체제작: 월드잇,계림북스,MC 457.279-홍67ㅅ,[남부]어린이열람실,6
